source,method_key,model_key,model_label,condition,prediction_example_id,participant_id,candidate_label,actual_rating,predicted_rating,absolute_error,squared_error
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_01,P001,A,19.0,35.0,16.0,256.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_01,P001,B,30.0,45.0,15.0,225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_01,P001,C,36.0,78.0,42.0,1764.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_01,P001,D,42.0,68.0,26.0,676.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_01,P001,E,53.0,55.0,2.0,4.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_02,P001,A,29.0,45.0,16.0,256.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_02,P001,B,66.0,74.0,8.0,64.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_02,P001,C,46.0,62.0,16.0,256.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_02,P001,D,50.0,40.0,10.0,100.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_02,P001,E,80.0,68.0,12.0,144.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_03,P001,A,22.0,50.0,28.0,784.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_03,P001,B,82.0,45.0,37.0,1369.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_03,P001,C,52.0,78.0,26.0,676.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_03,P001,D,75.0,68.0,7.0,49.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_03,P001,E,59.0,30.0,29.0,841.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_04,P001,A,17.0,45.0,28.0,784.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_04,P001,B,34.0,40.0,6.0,36.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_04,P001,C,51.0,25.0,26.0,676.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_04,P001,D,25.0,68.0,43.0,1849.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_04,P001,E,77.0,60.0,17.0,289.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_05,P001,A,39.0,78.0,39.0,1521.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_05,P001,B,24.0,42.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_05,P001,C,72.0,55.0,17.0,289.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_05,P001,D,29.0,35.0,6.0,36.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_05,P001,E,50.0,30.0,20.0,400.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_06,P001,A,22.0,40.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_06,P001,B,50.0,68.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_06,P001,C,39.0,45.0,6.0,36.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_06,P001,D,75.0,78.0,3.0,9.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P001__heldout__P001__trial_06,P001,E,67.0,62.0,5.0,25.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_01,P002,A,27.0,45.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_01,P002,B,75.0,55.0,20.0,400.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_01,P002,C,58.0,40.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_01,P002,D,53.0,72.0,19.0,361.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_01,P002,E,38.0,48.0,10.0,100.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_02,P002,A,61.0,58.0,3.0,9.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_02,P002,B,82.0,40.0,42.0,1764.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_02,P002,C,50.0,72.0,22.0,484.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_02,P002,D,8.0,35.0,27.0,729.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_02,P002,E,25.0,30.0,5.0,25.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_03,P002,A,76.0,55.0,21.0,441.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_03,P002,B,41.0,50.0,9.0,81.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_03,P002,C,63.0,78.0,15.0,225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_03,P002,D,12.0,40.0,28.0,784.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_03,P002,E,36.0,62.0,26.0,676.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_04,P002,A,59.0,55.0,4.0,16.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_04,P002,B,49.0,85.0,36.0,1296.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_04,P002,C,77.0,65.0,12.0,144.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_04,P002,D,15.0,15.0,0.0,0.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_04,P002,E,7.0,30.0,23.0,529.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_05,P002,A,31.0,58.0,27.0,729.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_05,P002,B,50.0,40.0,10.0,100.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_05,P002,C,76.0,45.0,31.0,961.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_05,P002,D,12.0,72.0,60.0,3600.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_05,P002,E,6.0,30.0,24.0,576.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_06,P002,A,10.0,45.0,35.0,1225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_06,P002,B,26.0,40.0,14.0,196.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_06,P002,C,74.0,78.0,4.0,16.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_06,P002,D,51.0,25.0,26.0,676.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P002__heldout__P002__trial_06,P002,E,57.0,62.0,5.0,25.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_01,P003,A,15.0,85.0,70.0,4900.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_01,P003,B,68.0,40.0,28.0,784.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_01,P003,C,26.0,45.0,19.0,361.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_01,P003,D,47.0,30.0,17.0,289.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_01,P003,E,86.0,58.0,28.0,784.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_02,P003,A,51.0,88.0,37.0,1369.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_02,P003,B,33.0,68.0,35.0,1225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_02,P003,C,86.0,36.0,50.0,2500.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_02,P003,D,68.0,74.0,6.0,36.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_02,P003,E,11.0,26.0,15.0,225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_03,P003,A,12.0,30.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_03,P003,B,31.0,65.0,34.0,1156.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_03,P003,C,25.0,40.0,15.0,225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_03,P003,D,86.0,45.0,41.0,1681.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_03,P003,E,73.0,78.0,5.0,25.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_04,P003,A,72.0,62.0,10.0,100.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_04,P003,B,34.0,88.0,54.0,2916.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_04,P003,C,76.0,55.0,21.0,441.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_04,P003,D,91.0,68.0,23.0,529.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_04,P003,E,24.0,20.0,4.0,16.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_05,P003,A,14.0,25.0,11.0,121.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_05,P003,B,46.0,55.0,9.0,81.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_05,P003,C,61.0,58.0,3.0,9.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_05,P003,D,87.0,62.0,25.0,625.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_05,P003,E,78.0,78.0,0.0,0.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_06,P003,A,16.0,45.0,29.0,841.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_06,P003,B,86.0,58.0,28.0,784.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_06,P003,C,31.0,62.0,31.0,961.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_06,P003,D,41.0,50.0,9.0,81.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P003__heldout__P003__trial_06,P003,E,55.0,80.0,25.0,625.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_01,P004,A,88.0,45.0,43.0,1849.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_01,P004,B,9.0,30.0,21.0,441.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_01,P004,C,15.0,25.0,10.0,100.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_01,P004,D,0.0,20.0,20.0,400.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_01,P004,E,60.0,78.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_02,P004,A,49.0,85.0,36.0,1296.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_02,P004,B,0.0,55.0,55.0,3025.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_02,P004,C,0.0,40.0,40.0,1600.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_02,P004,D,0.0,45.0,45.0,2025.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_02,P004,E,75.0,30.0,45.0,2025.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_03,P004,A,64.0,55.0,9.0,81.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_03,P004,B,6.0,5.0,1.0,1.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_03,P004,C,82.0,40.0,42.0,1764.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_03,P004,D,47.0,25.0,22.0,484.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_03,P004,E,13.0,78.0,65.0,4225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_04,P004,A,19.0,70.0,51.0,2601.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_04,P004,B,0.0,8.0,8.0,64.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_04,P004,C,0.0,82.0,82.0,6724.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_04,P004,D,82.0,50.0,32.0,1024.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_04,P004,E,44.0,20.0,24.0,576.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_05,P004,A,59.0,58.0,1.0,1.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_05,P004,B,0.0,8.0,8.0,64.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_05,P004,C,15.0,80.0,65.0,4225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_05,P004,D,90.0,55.0,35.0,1225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_05,P004,E,27.0,30.0,3.0,9.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_06,P004,A,4.0,45.0,41.0,1681.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_06,P004,B,64.0,30.0,34.0,1156.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_06,P004,C,3.0,25.0,22.0,484.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_06,P004,D,35.0,55.0,20.0,400.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P004__heldout__P004__trial_06,P004,E,92.0,68.0,24.0,576.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_01,P005,A,83.0,58.0,25.0,625.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_01,P005,B,52.0,65.0,13.0,169.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_01,P005,C,80.0,50.0,30.0,900.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_01,P005,D,55.0,40.0,15.0,225.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_01,P005,E,62.0,78.0,16.0,256.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_02,P005,A,46.0,55.0,9.0,81.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_02,P005,B,41.0,45.0,4.0,16.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_02,P005,C,52.0,78.0,26.0,676.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_02,P005,D,31.0,60.0,29.0,841.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_02,P005,E,53.0,70.0,17.0,289.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_03,P005,A,32.0,50.0,18.0,324.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_03,P005,B,41.0,58.0,17.0,289.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_03,P005,C,48.0,38.0,10.0,100.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_03,P005,D,83.0,74.0,9.0,81.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_03,P005,E,78.0,82.0,4.0,16.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_04,P005,A,82.0,82.0,0.0,0.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_04,P005,B,76.0,45.0,31.0,961.0
llm,claude_sonnet__personalised_history,claude_sonnet,Claude Sonnet 5,personalised_history,P005__heldout__P005__trial_04,P005,C,62.0,58.0,4.0,16.0
